date,task,challenge,reference,result_model,Time_elapsed,Titles,DATE_SCORE
2024-09-03 15:33:05.531872988,date_qa,"

Here is a question that would have the answer <date>:

In what year did residents of Memphis, Tennessee vote to dissolve the charter for Memphis City Schools, paving the way for a merger with the Shelby County School District?","

2011", 2011,1.5540778636932373,"Memphis_City_Schools, Memphis-Shelby_County_Schools",0.9999999984999999
2024-09-04 20:09:12.942332672,date_qa,"

Here is a question that would have <date> as the answer:

In what year was the decision made by the City Council to establish Strandboulevarden, which was later opened in 1897 in connection with the establishment of the Freeport of Copenhagen?","

1894", 1894,2.651679277420044,"Strandboulevarden, Listed_buildings_in_%C3%98sterbro",0.9999999984999999
2024-09-01 13:16:33.083261251,date_qa,"

What date did the 2010 Comerica Bank Challenger tennis tournament take place, a professional tennis tournament played on hard court?","

The 2010 Comerica Bank Challenger tennis tournament took place between 12 July and 18 July 2010."," 16 September 2024.[2]


Personal life
Originally from Canada,[4] Draxl's father is Brian Draxl who serves as the head tennis pro at the Newmarket Community Tennis Club[5] and played collegiate tennis for the University of Toledo on a tennis scholarship.[citation needed]


College career
Draxl plays college tennis at the University of Kentucky and is currently a Junior.[6] He compiled 14–8 record in Singles as a Freshman and 25-3 as a sophomore.[7]


Professional career
He turned pro in June 2023 and in November reached his first singles final, winning the 2023",1.678966045379639,"Lexington_Challenger, Liam_Draxl",0.014814813957018795
2024-09-03 03:03:32.399196863,date_qa,"

What date is often given as the birth date of pianist Raymond Lewenthal, although it is actually three years later than his true birth year of 1923?","

1926", 1926,1.758928298950195,"Raymond_Lewenthal, Charles-Valentin_Alkan",0.9999999984999999
2024-09-01 02:06:47.036943104,date_qa,"

Here is a question that would have the answer <date>:

What year did Charles Rafter's accomplishments first receive recognition with the conferment of the King's Police Medal (KPM) by the King at Marlborough House?","

1910", 1910,0.980720043182373,Charles_Rafter,0.9999999984999999
2024-09-06 04:54:03.977497578,date_qa,"

Here is a question about Patrick Pietropoli that would have <date> as the answer:

When did Patrick Pietropoli begin exhibiting his art in France, marking the start of his successful career as an artist?","

1983", 1983,1.511097431182861,"Patrick_Pietropoli, List_of_painters_by_name_beginning_with_%22P%22",0.9999999984999999
2024-09-02 21:31:33.292299776,date_qa,"

Here is a question that would have the answer as a date:

When was Chien Yu-hsiu, the former badminton player from the Republic of China, born?","

29 February 1980", 29 February 1980,1.538093328475952,"Chien_Yu-hsiu, Huang_Shih-chung",0.9999999984999999
2024-08-30 10:34:39.523616768,date_qa,"

What year did the census take place in which Mij, Iran had a population of 802 people in 185 families?","

2006", 2006,1.2200491428375244,"Mij,_Mazandaran, Mij,_Iran",0.9999999984999999
2024-09-05 01:50:27.333222151,date_qa,"

What is the release date of the box set A Taste of Strawbs, which includes an alternative mix of the song The Man Who Called Himself Jesus by Strawbs?","

2006", 2006,1.440410614013672,"The_Man_Who_Called_Himself_Jesus, Oh_How_She_Changed",0.9999999984999999
2024-09-03 10:12:44.955057859,date_qa,"

Here is a question that would have the answer <date> based on the context:

What year did the village of Benediktbeuern have a population of 3,602 residents?","

2019", 2019,2.019895076751709,"Benediktbeuern, Benediktbeuern_Abbey",0.9999999984999999
2024-09-04 19:23:18.059078400,date_qa,"

What year did the Inquisito post mortem reveal that the manor of Pen-y-Clawdd Court was in the possession of Laurence Hastings, 1st Earl of Pembroke, during the 22nd year of the reign of Edward III?","

The Inquisito post mortem in 1349 revealed that the manor of Pen-y-Clawdd Court was in the possession of Laurence Hastings, 1st Earl of Pembroke, during the 22nd year of the reign of Edward III.", 1349,2.0876564979553223,"Pen-y-Clawdd_Court, Wales",0.7222222220082304
2024-09-01 19:47:29.873750687,date_qa,"

What date did the singer perform the song at the FIVB Volleyball Men's World Championship opening ceremony prior to the Poland v match at the National Stadium, Warsaw?","

August 30, 2014", Margaret,2.872644186019897,"Kazimierz_G%C3%B3rski_National_Stadium, 2014_FIVB_Men%27s_Volleyball_World_Championship",0.0
2024-09-03 20:22:15.066762240,date_qa,"

Here is a question about Anita Doherty with the answer <date>:

In what year was Bahamian athlete, educator, and philanthropist Anita Louise Doherty (née deGregory) born?","

1949", 1949,1.103454351425171,Anita_Doherty,0.9999999984999999
2024-09-02 19:11:00.454283476,date_qa,"

Here is a question about Adela Forestello that would have <date> as the answer:

On what date was Argentine actress Adela Forestello born in Posadas, Misiones Province?","

31 January 1923", 31 January 1923,3.568010091781616,"Adela_Forestello, Wikipedia:Interwiki_Women_Collaboration/Women_from_Argentina_missing_in_hywiki",0.9999999984999999
2024-09-03 23:28:31.736395597,date_qa,"

Here's a question that would have <date> as the answer:

As of what date did the Santomean passport rank 77th in terms of travel freedom, with its citizens having visa-free or visa on arrival access to 58 countries and territories, according to the Henley Passport Index?","

1 January 2018", 1 January 2018,2.382490396499634,"Santomean_passport, Visa_requirements_for_Santomean_citizens",0.9999999984999999
2024-09-03 17:45:50.239786386,date_qa,"

What was the birth year of Swedish cross-country skier Torkel Persson, who competed in the 1924 Winter Olympics?","

1894", 1894,1.8467204570770264,"Torkel_Persson, Sweden_at_the_1924_Winter_Olympics",0.9999999984999999
2024-09-02 11:15:34.767924309,date_qa,"

What year did the census take place in which the population of Bid-e Shirin, Kerman was recorded as 86 people in 21 families?","

2006", 2006,1.923849105834961,"Bid-e_Shirin,_Kerman, Bid_Shirin",0.9999999984999999
2024-09-02 15:48:20.431067136,date_qa,"

Here is a question about Georgia State Patrol with the answer as a date:

What year did Governor E.D. Rivers appoint Philip H. as the first director of the Georgia State Patrol?","

1937", 1937,1.9589357376098635,"Georgia_State_Patrol, Philip_Sheridan",0.9999999984999999
2024-08-31 01:16:40.842027664,date_qa,"

Here is a question with the answer <date>:

In what year was Farm to Market Road constructed, along which the community of Midway in Titus County, Texas is situated?","

The answer is 1930."," Harts Bluff Farm to Market Road,[1] the district is surrounded by the Mount Pleasant Independent School District.


History
The Nevill's Chapel Common School District and the Oak Grove Common School District merged into Harts Bluff ISD in 1959 due to declining enrollment in Oak Grove. The campus was built equally between the two consolidated schools. The Midway School District later merged into Harts Bluff ISD.[1]


List_of_Farm_to_Market_Roads_in_Texas_(100%E2%80%93199) :
Contents



FM 100
Farm to Market Road 100 (FM 100) is located in Fannin County.


FM 101
Farm to Market Road 101 (FM 101) is located in Eastland County. The road begins at SH 112 in Morton Valley and continues eastward to Loop 254 in Ranger.


FM 102
Farm to Market Road 102 (FM 102) is located in Wharton and Colorado counties. It runs from SH 60 in Wharton to I-10 near Alleyton.


FM 103
Farm to Market Road 103 (FM 103) is located in northern Montague County. Beginning at US 82 in Nocona, it runs north, east, and south to FM 2953 northeast of Lake Nocona.[7][8][9] A 0.3-mile-long (0.5 km) spur connection is located in the unincorporated community of Spanish Fort.


FM 104
Farm to Market Road 104 (FM 104) is located in Cottle and Hardeman counties. It begins east of Paducah at US 70 and runs north and then east to SH 6 at Quanah.


FM 105
Farm to Market Road 105 (FM 105) is located in Jasper and Orange counties. The road runs from US 96 to FM 1006.


FM 106
Farm to Market Road 106 (FM 106) is located in Cameron County. It runs from Loop 499 to FM 510.


FM 107
Farm to Market Road 107",1.8717865943908687,"Harts_Bluff_Independent_School_District, List_of_Farm_to_Market_Roads_in_Texas_(100%E2%80%93199)",0.008695652005040959
2024-09-05 04:49:58.223585536,date_qa,"

What date was Italian cinematographer Ubaldo Arata born?","

Ubaldo Arata was born on 23 March 1895.",23 March 1895,1.337888240814209,"Ubaldo_Arata, Category:Italian_cinematographers",0.863636362446281
2024-09-03 23:38:03.071248640,date_qa,"

Here is a question with the answer <date>:

What year is the earliest written reference to St. Peter's Church on Bornholm, one of the oldest churches in Denmark?","

1429", 1429,2.121790647506714,"St._Peter%27s_Church,_Bornholm, St._Peter%27s_Church",0.9999999984999999
2024-09-02 20:44:54.667665152,date_qa,"

When was Stephen J. Wojtkowiak born in Buffalo, New York?","

July 20, 1895"," July 20, 1895",1.265249252319336,"Stephen_J._Wojtkowiak, Edmund_P._Radwan",0.9999999984999999
2024-09-03 10:11:26.712572416,date_qa,"

Here is a question that would have <date> as the answer:

When was German mathematician Karl-Otto Stöhr, known for his contributions to algebraic geometry, born?","

9 May 1942", 9 May 1942,1.6282694339752195,"Karl-Otto_St%C3%B6hr, Wolfgang_Krull",0.9999999984999999
2024-08-28 19:33:58.807632128,date_qa,"

Here is a question that would have <date> as the answer:

When was German biathlete Hanna Kebinger born?","

Hanna Kebinger was born on 26 November 1997.", 26 November 1997,1.6443567276000977,"Hanna_Kebinger, Category:German_female_biathletes",0.863636362446281
2024-09-03 05:31:06.070574760,date_qa,"

Here is a question that would have the answer as the date:

What year was the Mexican film ""The Spot of the Family"" (Spanish: El lunar de la familia) released?","

1953", 1953,1.524932622909546,"The_Spot_of_the_Family, Gabriel_Garc%C3%ADa_M%C3%A1rquez",0.9999999984999999
2024-09-03 07:13:27.901265383,date_qa,"

Here is a question with the answer <date>:

What year did Morakot Sangtaweep win the title of Miss Thailand Universe?","

2004", 2004,1.6363329887390137,"Morakot_Sangtaweep, Category:Miss_Universe_Thailand_winners",0.9999999984999999
2024-09-04 07:39:04.507641554,date_qa,"

Here is a question about Loring Hall Cinema that would have the answer as the date:

In what year was Loring Hall originally opened as a meeting hall to host lectures, picnics, and social meetings?","

1852", 1852,1.845324277877808,"Loring_Hall, Loring_Hall_Cinema",0.9999999984999999
2024-09-05 20:06:07.909416199,date_qa,"

Here is a question that would have the answer <date>:

When was Henry Edmund Donnelly ordained a priest for the Archdiocese of Detroit?","

August 17, 1930"," August 17, 1930",1.7407503128051758,"Henry_Edmund_Donnelly, Category:Roman_Catholic_Archdiocese_of_Detroit",0.9999999984999999
2024-09-04 10:33:46.011657216,date_qa,"

Here's a question that would have the answer <date>:

On what date did the first hot air balloon, carrying a duck, a rooster, and a lamb, set off from the Chateau de Versailles before landing in Vaucresson?","

19 September 1783", 19 September 1783,1.644965648651123,"Vaucresson, Ch%C3%A2teau_de_Monte-Cristo",0.9999999984999999
2024-09-04 09:45:29.125872384,date_qa,"

Here is a question that would have the answer <date> based on the context:

In what year was the English painter Joseph Southall, known for his landscapes and portraits, born to a Quaker family in Nottingham?","

1861", 1861,1.3165581226348877,"Joseph_Southall, Maxwell_Armfield",0.9999999984999999
2024-09-03 02:01:46.555493888,date_qa,"

When was Macedonian footballer Vesna Vitanova born?","

Vesna Vitanova was born on 27 January 1987.", 27 January 1987,1.4384746551513672,"Vesna_Vitanova, Category:Macedonian_women%27s_footballers",0.863636362446281
2024-09-03 20:20:37.692422400,date_qa,"

Here's a question about Henry Stark Howland with the answer <date>:

What year was Henry Stark Howland born?","

August 2, 1824","August 2, 1824",2.2416205406188965,"Henry_Stark_Howland, Imperial_Bank_of_Canada",0.9999999984999999
2024-09-03 19:28:29.615859270,date_qa,"

Here is a question about Yukiya Yokoyama that would have the answer <date>:

When was Japanese former Nippon Professional Baseball pitcher Yukiya Yokoyama born?","

June 1, 1977"," June 1, 1977",1.648087739944458,"Yukiya_Yokoyama, Category:Sports_articles_needing_translation_from_Japanese_Wikipedia",0.9999999984999999
2024-09-02 13:48:49.453998592,date_qa,"

What year did The Collingswood Story screen at film festivals including Frightfest in London, The Festival of Fantastic Films in Manchester, and the Fearless Tales Film Festival in San Francisco?","

2005", 2005,1.0319530963897705,The_Collingswood_Story,0.9999999984999999
2024-09-05 23:58:32.057287216,date_qa,"

What year was the first meeting house in the Fallsington Historic District built?","

1690", 1690,2.044942855834961,"Fallsington_Historic_District, Fallsington,_Pennsylvania",0.9999999984999999
2024-09-06 01:21:20.671030045,date_qa,"

Here is a question about Prince Edward Island (PEI) that would have the answer as the date:

What year did Prince Edward Island have a population of 1,771?","

2000", 2001,2.1073014736175537,"Prince_Edward_Island, Prince_Edward_Islands",0.0
2024-09-02 00:20:42.732359168,date_qa,"

Here is a question with the answer <date>:

When did Eric Berthel begin representing Connecticut's 32nd State Senate district?","

2017", 2017,1.3884258270263672,"Eric_Berthel, Connecticut%27s_32nd_State_Senate_district",0.9999999984999999
2024-09-04 14:31:59.259192576,date_qa,"

When was Kevin Ojinga Kaala elected as a woman representative in parliament for Palisa district during the Ugandan general election?","

Kevin Ojinga Kaala was elected as a woman representative in parliament for Palisa district during the 2021 Ugandan general election.", 2021,1.3880915641784668,"Kevin_Ojinga_Kaala, Faith_Alupo",0.7285714282993196
2024-09-03 08:43:21.488716364,date_qa,"

Here is a question with the answer <date> using the context:

What is the year in which the population of Tepebağ neighbourhood in Adana Province, Turkey was recorded as 903?","

The year in which the population of Tepebağ neighbourhood in Adana Province, Turkey was recorded as 903 is 2022.",2022,1.0284664630889893,Tepeba%C4%9F,0.7315789470692521
2024-09-02 23:17:12.280590080,date_qa,"

Here is a question about Thep Mongkhon that would have the date as the answer:

In what year did Thep Mongkhon have a total population of 3,851 people?","

2017", 2017,1.8670735359191892,"Thep_Mongkhon, Sai_Ngam,_Kamphaeng_Phet",0.9999999984999999
2024-09-01 18:08:00.142712320,date_qa,"

Here is a question that would have the answer <date>:

What year was the Draft Environmental Study for the Second Avenue Subway's section between 34th Street and 126th Street released, estimating a cost of $381 million and later receiving a $25 million grant from UMTA?

Answer: <date>","

1972", 1972,2.269972085952759,"Second_Avenue_Subway, Unbuilt_plans_for_the_Second_Avenue_Subway",0.9999999984999999
2024-09-02 20:53:18.712369408,date_qa,"

Here is a question that would have the answer as a date:

In what year did the Geneseo Collegiate Institute, which built Atkinson Hall in 1892 for its music department, first open its doors to students?","

1884", 1884,1.4395527839660645,"Atkinson_Hall_(Geneseo,_Illinois), Atkinson_Hall",0.9999999984999999
2024-09-03 10:34:56.864803584,date_qa,"

Here is a question with the topic of Yanda Li that would have the answer as a date:

In what year was Yanda Li from Tsinghua University, Beijing, China, named Fellow of the Institute of Electrical and Electronics Engineers (IEEE) for his contributions to signal processing and bioinformatics?","

2013", 2013,0.9239532947540284,Yanda_Li,0.9999999984999999
2024-09-03 16:16:42.981582592,date_qa,"

When was Philippe Marçais, the French Arabist and politician, born?","

Philippe Marçais, the French Arabist and politician, was born on 16 March 1910.",6 November 1872,2.227979183197021,"William_Mar%C3%A7ais, Tunisian_Arabic",0.0
2024-09-05 20:56:57.036402941,date_qa,"

Here is a question about Garçonne (magazine) with the answer <date>:

What year was the magazine Frauenliebe first published, a year that also saw the rise of competing lesbian periodicals such as Garçonne and Die Freundin in Berlin?","

1926", 1926,1.694591760635376,"Gar%C3%A7onne_(magazine), Die_Freundin",0.9999999984999999
2024-09-04 17:02:13.815559149,date_qa,"

Here is a question that would have the answer as a date:

When was Aureliano Blanquet, a general of the Federal Army during the Mexican Revolution, born?","

31 December 1849",31 December 1849,1.532907009124756,"Aureliano_Blanquet, Ten_Tragic_Days",0.9999999984999999
2024-09-01 15:33:33.699795485,date_qa,"

Here is a question that would have <date> as the answer:

In what year was the Kan-O-Tex Service Station in Galena, Kansas originally built to serve U.S. Route 66 motorists?","

1934", 1934,2.1230857372283936,"Kan-O-Tex_Service_Station, File:4_Women_on_the_Route.jpg",0.9999999984999999
2024-09-03 20:01:07.781115294,date_qa,"

Here's a question about Rokken Station (Mie) that would have the answer as the date:

What is the opening date of the Sangū Railway line between Tsu Station and Miyagawa Station, which also serves Rokken Station in Mie Prefecture?","

December 31, 1893"," December 31, 1893",1.5408391952514648,"Rokken_Station_(Mie), Takachaya_Station",0.9999999984999999
2024-09-04 16:54:37.414217710,date_qa,"

When did Sabata premiere in Italy, preceding its US release by almost a year?","

September 1969", September 1969,1.6378722190856934,"Antonio_Sab%C3%A0to_Jr., Sabata_(film)",0.9999999984999999
2024-09-05 04:45:06.993295360,date_qa,"

What is the release date of the second album ""Finsternis"" by German musical project E Nomine?","

The release date of the second album ""Finsternis"" by German musical project E Nomine is 2002.", 2002,1.4358792304992676,"Finsternis, E_Nomine",0.7352941173148788
2024-09-05 14:36:21.096779823,date_qa,"

Here's a question with the answer <date>:

In what year did the Rumpler C.I, a two-seater single-engine reconnaissance biplane, enter service?","

In 1915",No,1.9349076747894287,"Rumpler_C.IV, Category:Rumpler_aircraft",0.0
2024-09-02 21:54:15.222560512,date_qa,"

In what year was Melba Moore's third album, Melba Moore Live, released?","

1972", 1972,1.780477523803711,"Melba_Moore_Live!, Melba_Moore",0.9999999984999999
2024-09-04 12:10:34.977241039,date_qa,"

What is the birthdate of Croatian footballer Gordon Schildenfeld, formerly known as Gordon Lederer?","

The birthdate of Croatian footballer Gordon Schildenfeld, formerly known as Gordon Lederer, is 21 April 1958.",</s>,1.4844939708709717,,0.0
2024-09-03 14:34:36.562107086,date_qa,"

In what year did author Dave Thompson write in his book Alternative Rock that the album Love by Aztec Camera was a ""backward step into pop cliché, an attempt to make a record which would work on American radio""?","

2000",2000,2.5734965801239014,"Love_(Aztec_Camera_album), Stray_(album)",0.9999999984999999
2024-09-02 18:41:30.696698112,date_qa,"

Here's a question about Arctic Predators that would have the answer as a date:

What year did the Ogden Knights, a minor league ice hockey team, fold due to financial trouble, causing the Arctic Predators, a fictional team in the same league, to gain a spot in the playoffs?

Answer: <date>","

2010", 2010,2.044461965560913,"Arctic_Predators, Category:American_Indoor_Football_Association_teams",0.9999999984999999
2024-08-31 22:35:51.928452096,date_qa,"

Here is a question that would have the answer <date>:

On what date was the USNS Haiti Victory, formerly known as Longview, sold for scrapping to American Ship Dismantlers?","

27 April 1976", 27 April 1976,1.6790733337402344,USNS_Haiti_Victory,0.9999999984999999
2024-09-05 16:22:15.101994991,date_qa,"

Here is a question about Wilfred Hudson Osgood that would have the answer as a date:

In what year did Wilfred Hudson Osgood's family move to California, where he would later study in Santa Clara and San Jose?","

Wilfred Hudson Osgood's family moved to California in 1888.", 1888,2.3244454860687256,"Wilfred_Hudson_Osgood, Rollo_Beck",0.75999999946
2024-09-03 22:20:55.104427776,date_qa,"

What year did the Christian Democratic Party (PDC) win 40 percent of the vote but not a controlling majority in the legislature, a victory largely due to the popularity of its leader José Napoleón Duarte, who would later be elected president, but was opposed by the ARENA party, led by Roberto D'Aubuisson?","

1982", 1984,2.1469554901123047,"Jos%C3%A9_Napole%C3%B3n_Duarte, 1984_Salvadoran_presidential_election",0.0
2024-09-05 04:13:56.040378332,date_qa,"

Here is a question that would have the answer <date>:

In what year did Paul McGillion make his first appearance in the Stargate franchise, playing the role of young Dr. Ernest Littlefield in the episode ""The Torment of Tantalus""?","

1997", 1997,1.5420353412628174,"Carson_Beckett, Paul_McGillion",0.9999999984999999
2024-08-30 03:59:41.110097408,date_qa,"

What date was the Mard soundtrack album, featuring the song Hum to tamboo mein bamboo lagaye baithe, released on T-Series?","

The Mard soundtrack album, featuring the song ""Hum to tamboo mein bamboo lagaye baithe"", was released on T-Series on 7 June 1985.", 11 July,1.8526127338409424,"T-Series_(company), Main_Kuch_Bhi_Kar_Sakti_Hoon",0.0
2024-09-03 00:45:57.940561056,date_qa,"

Here is a question that would have the answer <date>:

In what year did French zoologist Mathurin Jacques Brisson establish the genus Balearica, naming the black crowned crane as the type species?","

1760", 1760,2.044813394546509,"Grus_(genus), Balearica",0.9999999984999999
2024-09-04 07:19:27.968923330,date_qa,"

What is the release year of Buddy Guy's album ""Born to Play Guitar"", which reached No. 1 on the Billboard Blues Albums chart on August 22 of the same year?","

2015", 2015,1.666325569152832,"Born_to_Play_Guitar, Buddy_Guy",0.9999999984999999
2024-09-06 03:03:14.775371313,date_qa,"

Here is a question about Grand Slam that would have the answer as a date:

In what year did All Elite Wrestling (AEW) start producing its annual television special Grand Slam, which is held every September?","

2021", 2021,1.5960614681243896,"AEW_Grand_Slam, Grand_Slam_(2024)",0.9999999984999999
2024-09-03 15:57:18.613860608,date_qa,"

Here is a question about Werder with the answer <date>:

What year was the Werder pistol model invented by Johann Ludwig Werder in Bavaria, based on his rifle design of 1868?","

1869", 1868,1.489865779876709,"Werder_pistol_model_1869, German_military_rifles",0.0
2024-09-03 01:01:21.067536116,date_qa,"

Here's a question that would have the answer ""<date>"" using the context:

What was the date of the last battle between Native Americans and the United States Army in the state of Kansas, also known as the Battle of Punished Woman's Fork?","

27 September 1878",27 September 1878,1.8046042919158936,"Battle_of_Punished_Woman%27s_Fork, Northern_Cheyenne_Exodus",0.9999999984999999
2024-09-03 20:15:32.579914331,date_qa,"

When did Citibank Vietnam set its first footprint in the country, marking the beginning of its operations in Vietnam?","

Citibank Vietnam set its first footprint in Vietnam in 1975.", 1975,2.274824380874634,"Citibank_Vietnam, John_Riordan_(banker)",0.7666666660740741
2024-09-04 12:26:08.315263232,date_qa,"

What is the approximate date of the establishment of Old Gwernyfed in Wales, a location that has been documented as far back as the early Middle Ages?","

The approximate date of the establishment of Old Gwernyfed in Wales is around 1050.", 1346,2.798860788345337,"Gwernyfed_High_School, List_of_Roman-to-modern_scheduled_monuments_in_Powys_(Brecknockshire)",0.0
2024-08-30 21:03:19.855881453,date_qa,"

What date did the number of electoral wards for Wrexham County Borough Council change to forty-nine, with seven wards having two councillors, as a result of a boundary change that came into effect in May of that year?","

May 2022", 13 December 2004,2.512500047683716,"Cyprus, Qambar_Shahdadkot_District",0.0
2024-09-06 07:46:48.039055109,date_qa,"

Here's a question that would have the answer <date>:

What year did Keith Warwick land a small role in the BBC drama ""Knowing The Score"" with Andrew Keir, a production that followed his involvement with Strathclyde University Theatre Group?","

1986", 1986,1.2259445190429688,Keith_Warwick,0.9999999984999999
2024-09-01 02:50:57.072100608,date_qa,"

Here is a question that would have the answer as a date:

What date did German submarine U-966 come under attack by an RAF Wellington and US Navy B-24 Liberators?","

10 November 1943", 8 August 1934,2.3429079055786133,"Boeing_B-17_Flying_Fortress, Battle_of_the_Atlantic",0.0
2024-09-05 07:11:04.929620480,date_qa,"

In what year was Turkish academic and the first female president of the Constitutional Court of Turkey, Gülsün Salamer, born in Trabzon?","

1945", 2016,2.6064367294311523,"Women_in_Turkey, 2010_Turkish_constitutional_referendum",0.0
2024-09-04 13:47:51.031005383,date_qa,"

What date did the members of Wolnościowcy leave the Confederation Liberty and Independence coalition and parliamentary group, following Artur Dziambor being kicked out of the Confederation by the party court?","

The members of Wolnościowcy left the Confederation Liberty and Independence coalition and parliamentary group on 13 February 2023, following Artur Dziambor being kicked out of the Confederation by the party court.", 13 February 2023,0.9519875049591064,Wolno%C5%9Bciowcy,0.7413793097883472
2024-09-05 07:54:11.961897728,date_qa,"

When was Luis Lucia Mingarro, a Spanish film director and screenwriter, born in Valencia?","

24 May 1914",24 May 1914,1.138960599899292,Luis_Lucia,0.9999999984999999
2024-09-06 05:21:30.981786251,date_qa,"

Here is a question about Pierre Cao that would have the answer <date>:

What year did Pierre Cao serve as musical director for the Eurovision Song Contest held at the Nouveau Theatre in the Grand Duchy, in addition to the 1984 contest?","

1973", 1973,2.012462854385376,"Pierre_Cao, Luxembourg_in_the_Eurovision_Song_Contest",0.9999999984999999
2024-09-05 06:21:53.069783449,date_qa,"

What year was Dhanpat Rai Nahar born?","

Dhanpat Rai Nahar was born in 1919.",1919,1.6539199352264404,"Dhanpat_Rai_Nahar, Nahar",0.77499999934375
2024-09-04 10:37:55.468030208,date_qa,"

Here is a question about Pedigree that would have the answer as a date:

In what year was Georges Simenon's autobiographical novel Pedigree, which offers a fictionalised account of his childhood in Liège, Belgium, first published?","

1948", 1948,1.809748649597168,"Pedigree_(novel), Georges_Simenon",0.9999999984999999
2024-09-06 09:52:05.031724453,date_qa,"

Here's a question that would have the answer <date>:

In what year did Andrew Hamilton, Lord Redhouse, marry Jean Laing, daughter of John Laing of Redhouse?","

1608", 1608,1.981730937957764,"Andrew_Hamilton,_Lord_Redhouse, John_Hamilton,_Lord_Magdalens",0.9999999984999999
2024-09-05 05:32:20.687650048,date_qa,"

Here is a question about Ivica Vasti that would have the answer <date>:

When was Ivica Vasti named head coach of FC Waidhofen/Ybbs of the Regionalliga Ost?","

16 June 2009",</s>,1.4234929084777832,,0.0
2024-09-04 04:23:28.645860910,date_qa,"

In what year did Jan Henryk Wołodkowicz and his spouse get divorced?","

1804", 1804,2.07364273071289,"Jan_Henryk_Wo%C5%82odkowicz, Wo%C5%82odkowicz_family",0.9999999984999999
2024-09-01 22:16:32.037500416,date_qa,"

Here is a question that would have <date> as the answer:

In what year did Sam Rowley's photograph ""Station Squabble"" win the Natural History Museum's Wildlife Photographer of the Year People's Choice Award?","

2019", 2019,1.5198509693145752,"Sam_Rowley, Station_Squabble",0.9999999984999999
2024-08-31 13:53:57.699854851,date_qa,"

When was Melanie Cole Moffatt, the Canadian former competitive ice dancer, born?","

July 27, 1968"," July 27, 1968",1.4391887187957764,"Melanie_Cole, Michael_Farrington",0.9999999984999999
2024-09-03 18:24:33.055529833,date_qa,"

Here's a question that would have the answer <date>:

In what year was the Northern Woods and Water Route established, with the three routes out of Lac La Biche extending westward along the south shores of Lesser Slave Lake, which now corresponds to the route of Alberta Highway 55?","

1923", 1923,2.6325857639312744,"Northern_Woods_and_Water_Route, Alberta_Highway_2",0.9999999984999999
2024-09-06 00:14:57.036943436,date_qa,"

What year was the Eclipse Race Course founded by Captain Yelverton Oliver in New Orleans, Louisiana?","

1837", 1837,1.048816204071045,Eclipse_Race_Course,0.9999999984999999
2024-09-02 23:36:28.492181778,date_qa,"

Here is a question that would have the answer as a date:

What month and year did FDR Media Group Inc. launch Bollywood Times?","

May 2010", May 2010,2.0491979122161865,"Bollywood_Times, Channel_Zero_(company)",0.9999999984999999
2024-09-06 07:42:57.246838808,date_qa,"

Here is a question that would have the answer <date>:

When did Joseph A. Fields premiere his play ""My Sister Eileen"", which would later be adapted into a 1942 film and influence the musical ""Wonderful Town""?","

1940", 1953,2.0649421215057373,"Wonderful_Town, My_Sister_Eileen_(1955_film)",0.0
2024-09-03 08:18:48.836551680,date_qa,"

Here is a question about Chris Boyd (rugby union) that would have the answer <date>:

What year did Chris Boyd begin his coaching career with Tawa Rugby Club?

(Answer should be the year that Boyd started coaching at Tawa Rugby Club, based on the context)","

1989", 1989,4.031214952468872,"Chris_Boyd_(rugby_union), Wikipedia:WikiProject_Women_in_Red/Missing_articles_by_nationality/New_Zealand",0.9999999984999999
2024-09-04 02:35:23.574027008,date_qa,"

Here is a question that would have <date> as the answer:

In what year was the company Roco founded by Ing.?","

1960", 1960,1.1442582607269287,"Roco, Mihail_Roco",0.9999999984999999
2024-09-05 06:24:32.614236160,date_qa,"

Here is a question that would have the answer <date> based on the provided context:

On what date did the Director General of Land Transportation sign a memorandum of understanding with the Mayor of Surabaya to implement a road-based transportation program for Trans Semanggi Suroboyo?","

22 October 2020", 22 October 2020,1.9163382053375244,"Trans_Semanggi_Suroboyo, Suroboyo_Bus",0.9999999984999999
2024-09-06 07:33:10.062171221,date_qa,"

Here's a question that would have <date> as the answer:

In what year did Chrissie Swan finish hosting her previous radio breakfast show Chrissie, Sam & Browny on Melbourne's Nova 100?

Answer: <date>","

2022", 2015,1.2979414463043213,"Chrissie,_Sam_%26_Browny, Chrissie_Swan",0.0
2024-09-04 01:06:44.335141888,date_qa,"

What year was the American comedy film ""Born to Be Loved"" directed by Hugo Haas released?","

1959", 1959,1.5291450023651123,"Born_to_Be_Loved, Hugo_Haas",0.9999999984999999
2024-08-31 11:05:13.730540276,date_qa,"

When was Claus Terhoeven, one half of the German DJ duo Cosmic Gate, born?","

Claus Terhoeven, one half of the German DJ duo Cosmic Gate, was born in 1972.", 1972,2.145538806915283,"Cosmic_Gate, Nic_Chagall",0.7374999996484375
2024-09-02 03:00:58.346860647,date_qa,"

What was the release date of the issue of Bookmarks magazine that gave ""Too Much Happiness"" a rating of 4.5 out of 5 stars?","

March/April 2010", March/April 2010,1.5683789253234863,"Too_Much_Happiness, Thinking,_Fast_and_Slow",0.9999999984999999
