date,task,challenge,reference,result_model,Time_elapsed,Titles
2024-09-05 04:13:56.040378332,date_qa,"

Here is a question that would have the answer <date>:

In what year did Paul McGillion make his first appearance in the Stargate franchise, playing the role of young Dr. Ernest Littlefield in the episode ""The Torment of Tantalus""?","

1997",,,
2024-08-30 03:59:41.110097408,date_qa,"

What date was the Mard soundtrack album, featuring the song Hum to tamboo mein bamboo lagaye baithe, released on T-Series?","

The Mard soundtrack album, featuring the song ""Hum to tamboo mein bamboo lagaye baithe"", was released on T-Series on 7 June 1985.",,,
2024-09-03 00:45:57.940561056,date_qa,"

Here is a question that would have the answer <date>:

In what year did French zoologist Mathurin Jacques Brisson establish the genus Balearica, naming the black crowned crane as the type species?","

1760",,,
2024-09-04 07:19:27.968923330,date_qa,"

What is the release year of Buddy Guy's album ""Born to Play Guitar"", which reached No. 1 on the Billboard Blues Albums chart on August 22 of the same year?","

2015",,,
2024-09-06 03:03:14.775371313,date_qa,"

Here is a question about Grand Slam that would have the answer as a date:

In what year did All Elite Wrestling (AEW) start producing its annual television special Grand Slam, which is held every September?","

2021",,,
2024-09-03 15:57:18.613860608,date_qa,"

Here is a question about Werder with the answer <date>:

What year was the Werder pistol model invented by Johann Ludwig Werder in Bavaria, based on his rifle design of 1868?","

1869",,,
2024-09-03 01:01:21.067536116,date_qa,"

Here's a question that would have the answer ""<date>"" using the context:

What was the date of the last battle between Native Americans and the United States Army in the state of Kansas, also known as the Battle of Punished Woman's Fork?","

27 September 1878",,,
2024-09-03 20:15:32.579914331,date_qa,"

When did Citibank Vietnam set its first footprint in the country, marking the beginning of its operations in Vietnam?","

Citibank Vietnam set its first footprint in Vietnam in 1975.",,,
2024-09-04 12:26:08.315263232,date_qa,"

What is the approximate date of the establishment of Old Gwernyfed in Wales, a location that has been documented as far back as the early Middle Ages?","

The approximate date of the establishment of Old Gwernyfed in Wales is around 1050.",,,
2024-08-30 21:03:19.855881453,date_qa,"

What date did the number of electoral wards for Wrexham County Borough Council change to forty-nine, with seven wards having two councillors, as a result of a boundary change that came into effect in May of that year?","

May 2022",,,
2024-09-06 07:46:48.039055109,date_qa,"

Here's a question that would have the answer <date>:

What year did Keith Warwick land a small role in the BBC drama ""Knowing The Score"" with Andrew Keir, a production that followed his involvement with Strathclyde University Theatre Group?","

1986",,,
2024-09-01 02:50:57.072100608,date_qa,"

Here is a question that would have the answer as a date:

What date did German submarine U-966 come under attack by an RAF Wellington and US Navy B-24 Liberators?","

10 November 1943",,,
2024-09-05 07:11:04.929620480,date_qa,"

In what year was Turkish academic and the first female president of the Constitutional Court of Turkey, Gülsün Salamer, born in Trabzon?","

1945",,,
2024-09-04 13:47:51.031005383,date_qa,"

What date did the members of Wolnościowcy leave the Confederation Liberty and Independence coalition and parliamentary group, following Artur Dziambor being kicked out of the Confederation by the party court?","

The members of Wolnościowcy left the Confederation Liberty and Independence coalition and parliamentary group on 13 February 2023, following Artur Dziambor being kicked out of the Confederation by the party court.",,,
2024-09-05 07:54:11.961897728,date_qa,"

When was Luis Lucia Mingarro, a Spanish film director and screenwriter, born in Valencia?","

24 May 1914",,,
2024-09-06 05:21:30.981786251,date_qa,"

Here is a question about Pierre Cao that would have the answer <date>:

What year did Pierre Cao serve as musical director for the Eurovision Song Contest held at the Nouveau Theatre in the Grand Duchy, in addition to the 1984 contest?","

1973",,,
2024-09-05 06:21:53.069783449,date_qa,"

What year was Dhanpat Rai Nahar born?","

Dhanpat Rai Nahar was born in 1919.",,,
2024-09-04 10:37:55.468030208,date_qa,"

Here is a question about Pedigree that would have the answer as a date:

In what year was Georges Simenon's autobiographical novel Pedigree, which offers a fictionalised account of his childhood in Liège, Belgium, first published?","

1948",,,
2024-09-06 09:52:05.031724453,date_qa,"

Here's a question that would have the answer <date>:

In what year did Andrew Hamilton, Lord Redhouse, marry Jean Laing, daughter of John Laing of Redhouse?","

1608",,,
2024-09-05 05:32:20.687650048,date_qa,"

Here is a question about Ivica Vasti that would have the answer <date>:

When was Ivica Vasti named head coach of FC Waidhofen/Ybbs of the Regionalliga Ost?","

16 June 2009",,,
2024-09-04 04:23:28.645860910,date_qa,"

In what year did Jan Henryk Wołodkowicz and his spouse get divorced?","

1804",,,
2024-09-01 22:16:32.037500416,date_qa,"

Here is a question that would have <date> as the answer:

In what year did Sam Rowley's photograph ""Station Squabble"" win the Natural History Museum's Wildlife Photographer of the Year People's Choice Award?","

2019",,,
2024-08-31 13:53:57.699854851,date_qa,"

When was Melanie Cole Moffatt, the Canadian former competitive ice dancer, born?","

July 27, 1968",,,
2024-09-03 18:24:33.055529833,date_qa,"

Here's a question that would have the answer <date>:

In what year was the Northern Woods and Water Route established, with the three routes out of Lac La Biche extending westward along the south shores of Lesser Slave Lake, which now corresponds to the route of Alberta Highway 55?","

1923",,,
2024-09-06 00:14:57.036943436,date_qa,"

What year was the Eclipse Race Course founded by Captain Yelverton Oliver in New Orleans, Louisiana?","

1837",,,
2024-09-02 23:36:28.492181778,date_qa,"

Here is a question that would have the answer as a date:

What month and year did FDR Media Group Inc. launch Bollywood Times?","

May 2010",,,
2024-09-03 20:54:24.719014168,date_qa,"

In what year did Estadio Universitario UES become the home stadium of C.D. Universidad de El Salvador?","

Estadio Universitario UES has been the home stadium of C.D. Universidad de El Salvador since 2003.",,,
2024-09-06 07:42:57.246838808,date_qa,"

Here is a question that would have the answer <date>:

When did Joseph A. Fields premiere his play ""My Sister Eileen"", which would later be adapted into a 1942 film and influence the musical ""Wonderful Town""?","

1940",,,
2024-09-03 08:18:48.836551680,date_qa,"

Here is a question about Chris Boyd (rugby union) that would have the answer <date>:

What year did Chris Boyd begin his coaching career with Tawa Rugby Club?

(Answer should be the year that Boyd started coaching at Tawa Rugby Club, based on the context)","

1989",,,
2024-09-04 02:35:23.574027008,date_qa,"

Here is a question that would have <date> as the answer:

In what year was the company Roco founded by Ing.?","

1960",,,
2024-09-05 06:24:32.614236160,date_qa,"

Here is a question that would have the answer <date> based on the provided context:

On what date did the Director General of Land Transportation sign a memorandum of understanding with the Mayor of Surabaya to implement a road-based transportation program for Trans Semanggi Suroboyo?","

22 October 2020",,,
2024-09-06 07:33:10.062171221,date_qa,"

Here's a question that would have <date> as the answer:

In what year did Chrissie Swan finish hosting her previous radio breakfast show Chrissie, Sam & Browny on Melbourne's Nova 100?

Answer: <date>","

2022",,,
2024-09-04 01:06:44.335141888,date_qa,"

What year was the American comedy film ""Born to Be Loved"" directed by Hugo Haas released?","

1959",,,
2024-08-31 11:05:13.730540276,date_qa,"

When was Claus Terhoeven, one half of the German DJ duo Cosmic Gate, born?","

Claus Terhoeven, one half of the German DJ duo Cosmic Gate, was born in 1972.",,,
2024-09-02 03:00:58.346860647,date_qa,"

What was the release date of the issue of Bookmarks magazine that gave ""Too Much Happiness"" a rating of 4.5 out of 5 stars?","

March/April 2010",,,
2024-09-03 05:56:10.330697775,date_qa,"

When was Giulia della Rena born?","

Giulia della Rena was born in 1319.",,,
2024-09-05 03:37:38.179939840,date_qa,"

What date marked the start of the 22nd Summer Grand Prix season in ski jumping on plastic for men and the 4th for ladies in the FIS Ski Jumping Grand Prix?","

July 31, 2015",,,
2024-09-05 08:37:24.904423714,date_qa,"

What was the year in which the 23rd Balkan Athletics Indoor Championships took place?","

2018",,,
2024-09-01 00:39:15.905764341,date_qa,"

Here is a question with the answer <date>:

What year did Batu Khan sack Kyiv and damage the Church of the Saviour at Berestove?

(Answer: <date> would be 1240, which is the year Batu Khan sacked Kyiv)","

1240",,,
2024-09-03 06:26:33.732359936,date_qa,"

When was the Nia album initially released in Europe by Mo' Wax?","

August 30, 1999",,,
2024-09-04 15:36:52.760897636,date_qa,"

Here is a question that would have the answer <date>:

What month and year did Niccolò Pisilli sign a professional contract with Roma that would keep him with the club until 2026?","

November 2022",,,
2024-09-03 21:30:36.074420214,date_qa,"

Here is a question about Virgin Oceanic that would have the answer <date>:

What month and year did Virgin Oceanic first announce its attempt on Challenger Deep?

Answer: April <date>","

April 2011",,,
2024-09-03 16:25:17.847070464,date_qa,"

What year did the first two GWR Bogie Class locomotives roll out of Swindon Works to tackle the challenging terrain of the South Devon Railway?","

1849",,,
2024-09-04 01:00:37.970891520,date_qa,"

Here is a question with the answer <date>:

In what year did Unnur Anna Valdimarsdóttir complete her matriculation examination from the natural sciences track of Akureyri Junior College?","

1992",,,
2024-09-04 09:34:28.565000296,date_qa,"

Here is a question with the answer <date>:

What year was the European Championship for which Bekim Balaj was part of the Albania U-19 squad for the qualifying stage?

Answer: 2009","

2009",,,
2024-09-01 14:52:31.346047744,date_qa,"

What year did WTYN (AM) first go on the air, broadcasting to the Tryon, Columbus, Landrum (SC) area on 1550 kHz?","

1954",,,
2024-09-05 01:43:38.516211271,date_qa,"

Here is a question that would have the answer ""1961"":

What year did the Midland Theatre drop ""Loew's"" from its name?","

1961",,,
2024-09-05 04:49:53.258899449,date_qa,"

What year did the Cyprus crisis start, which would lead to significant changes in the area now occupied by Göçmenköy, transforming it from an agricultural zone?","

1963",,,
2024-09-04 04:30:10.149639368,date_qa,"

What is the year of the census when the population of Ab Bid-e Deli Rich-e Olya was 96, in 19 families?","

2006",,,
2024-09-03 01:35:23.058926848,date_qa,"

Here's a question that would have the answer as the date:

In what year did Jan SBomka begin writing his memoirs as the mayor of a Polish village, which were later translated by William John Rose and published in 1941?","

1842","Here's a question that would have the answer as the date:In what year did Jan SBomka begin writing his memoirs as the mayor of a Polish village, which were later translated by William John Rose and published in 1941?",1.473963737487793,
2024-09-05 13:32:57.062155008,date_qa,"

Here is a question about Cuba–Sri Lanka relations that would have the answer as the date:

What year did Fidel Castro's ascent to power in Cuba mark the beginning of diplomatic relations between Cuba and Sri Lanka?

Answer: <date>","

1959","What year did Fidel Castro's ascent to power in Cuba mark the beginning of diplomatic relations between Cuba and Sri Lanka?Answer: <date>Cuba%E2%80%93Sri_Lanka_relations :
Contents
Cuba and Sri Lanka  have had official diplomatic relations since 1959.[1] Cuba has an embassy in Colombo and Sri Lanka has an embassy in Havana.


History
The current government of Cuba and the government of Sri Lanka established ties shortly after Fidel Castro's ascent to power in 1959. Ties were officially made on July 29, 1959, and Cuba and Sri Lanka recently celebrated the golden jubilee of this occasion after fifty years of bilateral ties.[2] Sri Lanka was one of the first countries to recognize Cuba, when Che Guevara (then Industry Minister) visited Sri Lanka on a delegation[3] to promote the sugar trade. The 2 countries had an unofficial relationship through trading in the late 1800s to early 1900s which was then made official in 1959. This resulted in mixed communities in both countries. There are many Sri Lankan medical students studying in Cuba, as well as Cuban sports trainers hired to work in Sri Lanka.[2]


Non-Alignment
Both Sri Lanka and Cuba were members of the Non-aligned movement, which rejected a bipolar domination of world affairs.[4] Though many members of the Non-Alignment Movement were embroiled in intra-member conflicts,[5] Cuban-Sri Lankan relations were quite cordial. Prime Minister Junius Richard Jayawardene visited Cuba in 1979 to promote the aims of the movement, while the respective governments signed a number of agreements in the 1970s to further cement ideological ties. These included a cultural agreement, signed in 1976 and amended many times later, and a Scientific and Technical agreement which was signed in 1978 and later buttressed by later added protocols. Cuba also supported Sri Lanka by rejecting the 2012 U.S sponsored resolution.[2]


Economic ties
Cuba and Sri Lanka have cooperated in a number of sectors with the goal of mutual development and economic progress. This cooperation has been especially noted in the sectors of risk management and biotechnology.[6] Ties in the agriculture sector have been developed, and the similar climates of both countries[7] have enabled the countries to work on developing crops such as papaya and coconut. Many traders from the Havana region of Cuba have settled in the North & North West of Sri Lanka in the early 20th century and made communities which no longer seem to be visible. However some cultural influences still hold, such as the Cuban contributions to Baila, a form of dance music popular on the island of Sri Lanka originated centuries ago among the 'kaffir' or Afro-Sinhalese communities (mixed communities of Portuguese, African and native Sinhalese people). Small Sri Lankan communities are still present in some parts of Cuba, as well as people of Cuban mixed heritage in the northernmost parts of Sri Lanka.[8]


6th_Summit_of_the_Non-Aligned_Movement :
Contents
6th Summit of the Non-Aligned Movement took place on 3–9 September 1979 in Havana, the capital city of Cuba. 93 countries took part in the summit.[1] It was the first NAM summit which took place in one Iberoamerican country.[2] The event was marked by political and ideological divisions among the non-aligned countries.[3][4] The organizer wanted to use the event to propose ""a natural alliance"" between the movement and the Eastern Bloc causing strong resistance from some members, particularly SFR Yugoslavia.[5] While both Cuba and Yugoslavia were at the time nominally socialist states, they took substantially different position in world politics with Cuba perceiving United States and Yugoslavia perceiving Soviet Union as the main threat to its independence.[6]


",1.2956953048706055,"Cuba%E2%80%93Sri_Lanka_relations, 6th_Summit_of_the_Non-Aligned_Movement"
2024-09-04 14:07:12.092929280,date_qa,"

In what year did Victoire Agbanrin-Elisha become a judge at Cotonou's Court of First Instance?","

In 1970, Victoire Agbanrin-Elisha became a judge at Cotonou's Court of First Instance.",,,
2024-09-05 16:59:13.424520016,date_qa,"

Here is a question that would have the answer as a date:

What date did Richard B. Garnett resign his commission in the U.S. Army to join the Confederate States Army?","

May 17, 1861",,,
2024-09-05 09:33:32.892045975,date_qa,"

Here's a question about Fatih Porikli that would have the answer <date>:

In what year was Fatih Porikli named a Fellow of the Institute of Electrical and Electronics Engineers (IEEE) for his contributions to computer vision and video surveillance?","

Fatih Porikli was named a Fellow of the Institute of Electrical and Electronics Engineers (IEEE) in 2014 for his contributions to computer vision and video surveillance.",,,
2024-08-30 17:05:42.623268366,date_qa,"

What year did the British conduct mapping of the Kermen Peninsula?","

1968",,,
2024-09-02 22:41:40.210519296,date_qa,"

Here's a question that would have the answer <date>:

What year did Bo Diddley start performing on street corners and outside theaters, marking the beginning of his use of Jerome Green to collect money from bystanders and eventually to play maracas?","

1950",,,
2024-09-03 14:07:53.849627136,date_qa,"

Here is a question about Himesháza that would have the answer <date>:

What year did the expulsion of the Danube Swabian population from Himesháza to Allied-occupied Germany and Austria begin, under the Potsdam Agreement, marking the end of the town's majority German population?","

1945",,,
2024-08-31 23:59:50.815788032,date_qa,"

What year did Cynthia McClintock begin her term as president of the Latin American Studies Association?","

1994",,,
2024-09-03 01:02:51.586405376,date_qa,"

Here is a question that would have the answer <date>:

What year did Christoph Grundmann report on a pioneering carbene dimerization reaction?","

1938",,,
2024-09-05 12:37:55.393979549,date_qa,"

Here is a question that would have ""2000"" as the answer:

In what elevation can Campanula punctata typically be found in East Asian forest edges, thickets, and meadows?","

2300",,,
2024-09-03 06:03:37.917002439,date_qa,"

What was the birth date of the American violinist, orchestra leader, and songwriter Bert Lown?","

Bert Lown was born on 6 June 1903.",,,
2024-08-31 18:40:42.465101824,date_qa,"

What year and month did the promised elections take place, after the 1987 Tunisian coup d'état, which were won by the new party that came to power?","

1989",,,
2024-09-04 06:34:33.528618096,date_qa,"

Here is a question with the answer <date>:

In what year did Dorothea Tanning write an unpublished manuscript titled Abyss, which was later published by Standard Editions, a publishing company she co-founded?","

1947",,,
2024-09-03 15:30:32.446374893,date_qa,"

When were the individual season awards of the 2022 Pilipinas Super League Pearl of the Orient Cup handed out at the Manuel Roxas Sports Complex in Roxas, Zamboanga del Norte?","

April 22, 2022",,,
2024-08-30 20:19:16.492366552,date_qa,"

Here's a question that would have <date> as the answer:

In what year did Hawaii become the first state to implement the ""Ban the Box"" law, which prohibits employers from asking about a job applicant's criminal history on an initial employment application?","

1998",,,
2024-09-03 08:58:54.408801024,date_qa,"

Here is a question that would have the answer <date>:

In what year was Ulrich Friedrich Kopp, a German legal scholar and palaeographer, born in Kassel?","

1762",,,
2024-09-05 01:40:33.956268288,date_qa,"

Here's a question that fits the context:

In what year was the 101.7 frequency in Trenton added to the FCC's table of allotments, paving the way for the launch of WDVH?","

The 101.7 frequency in Trenton was added to the FCC's table of allotments in 1985.",,,
2024-09-03 01:20:32.975515904,date_qa,"

What is the birthdate of Rodrigo Eduardo Alexis Mundaca Cabrera, the Chilean politician, agricultural engineer, and environmental activist?","

13 May 1961",,,
2024-09-04 14:53:42.085326848,date_qa,"

Here is a question about Hieroglyph (TV series) that would have <date> as the answer:

On what date did Fox announce that it had dropped the pilot stage for Hieroglyph and would commit to a 13-episode season?","

October 17, 2013",,,
2024-09-03 22:04:16.887290001,date_qa,"

Here's a question that would have <date> as the answer:

What year did DNA release a remix of the song ""Can You Handle It"", which appeared on their debut album Taste This?","

1992",,,
2024-09-04 17:06:51.070117120,date_qa,"

Here's a question that would have the answer as the date, incorporating the context of Aubry's Post:

What was the date when Confederate guerrillas under William C. Quantrill attacked and captured Aubry's Post, a Union post in Kansas?","

March 7, 1862",,,
2024-09-02 17:50:05.547359943,date_qa,"

Here is a question that would have the answer <date>:

What year did the first USS Roselle (SP-350), a minesweeper, begin serving in the United States Navy?","

1917",,,
2024-09-04 03:52:13.118962526,date_qa,"

Here is a question that would have the answer <date>:

When was Clayne L. Pope, the Zina Card Williams Young professor of economics at Brigham Young University (BYU) and expert in 19th century economic history, born?","

October 29, 1940",,,
2024-09-02 22:30:52.848367453,date_qa,"

Here is a question with the answer <date> related to Lord Frederick:

On what date was Lord Frederick Cavendish commissioned as an ensign in the 1st Regiment of Foot Guards?","

29 April 1749",,,
2024-09-03 17:22:32.350603104,date_qa,"

Here's a question that would have the answer as a date:

In what year was the Modenas Kriss 110 launched in May?

(Note: This question is designed to elicit the answer ""1999"", assuming that's the correct year based on the context)","

1996",,,
2024-09-06 09:29:00.774249077,date_qa,"

When was John Hamilton (Lord Provost) born?","

John Hamilton (Lord Provost) was born on 17 June 1754.",,,
2024-09-05 08:59:47.568268776,date_qa,"

What year did Bill Tush retire from Turner Broadcasting System to pursue other interests, including writing and producing?","

2003",,,
2024-08-31 18:10:45.493339136,date_qa,"

Here is a question that would have the answer <date>:

What year did David Oppenheimer's term as mayor of Vancouver begin?","

1888",,,
2024-09-04 15:19:43.147594929,date_qa,"

When was Aileeah Colgan, the American country recording artist from Peoria, Illinois, born?","

Aileeah Colgan was born on April 25, 1993.",,,
2024-08-30 12:52:12.934361600,date_qa,"

Here is a question about the Capture of H°ng Hóa with the answer <date>:

What year did the French colonial forces march past the battlefields of during their campaign to capture S¡n Tây?","

1883",,,
2024-09-04 08:49:29.602281570,date_qa,"

Here is a question with the answer <date> related to WSGL:

In what year did WSGL first receive its construction permit from the Federal Communications Commission?","

1978",,,
2024-09-03 13:51:01.396823296,date_qa,"

Here is a question that would have the answer <date> using the context:

What was the date in July when William Paterson granted land to Robert Sidaway?","

July 1795",,,
2024-09-04 05:29:37.592208384,date_qa,"

What year was the town originally incorporated as Mechanicstown before it was later renamed Thurmont?","

The town was originally incorporated as Mechanicstown in 1751.",,,
2024-09-02 06:36:54.483545303,date_qa,"

Here is a question that would have the answer <date>:

When was the French building worker, trades unionist, libertarian communist, and anti-colonialist activist Pierre Morain born?","

12 April 1930",,,
2024-09-04 01:25:47.779434752,date_qa,"

In what year did the St. Louis Bombers Rugby Football Club arrive on the St. Louis rugby scene?","

1962",,,
2024-09-03 21:25:56.614032896,date_qa,"

Here is a question with the answer <date>:

In what year was the renowned Somali singer Khadra Dahir Cige born in Hargeisa?","

1957",,,
2024-09-05 21:11:16.875913382,date_qa,"

Here is a question that would have the answer <date>:

When was Vanskere founded by Evans Akere?","

2005",,,
2024-09-03 22:35:39.571295232,date_qa,"

Here is a question with the answer <date>:

In what year did Jan K. Buitelaar receive his bachelor's degree in Medicine?","

1974",,,
2024-09-02 22:25:38.361248970,date_qa,"

What year did Ligustrum japonicum, a species of flowering plant native to Japan and Korea, first arrive in North America?","

Ligustrum japonicum first arrived in North America in 1845 from Japan and Korea.",,,
2024-09-02 20:05:59.180878162,date_qa,"

What year was the French short animated film ""Un bon bock"" (A Good Beer) directed by Émile Reynaud released?","

Un bon bock (A Good Beer) was released in the year 1892.",,,
2024-09-04 17:49:05.452817678,date_qa,"

What year did the Swisscom Challenge take place in Zurich, Switzerland as part of Tier I of the WTA Tour?","

1999",,,
2024-09-03 09:52:00.086742640,date_qa,"

What year did Alando Soakai close out his career with the Tokyo-based Kubota Spears as a player-coach?","

2015",,,
2024-09-04 21:43:46.074407101,date_qa,"

When was the Kandassankadavu Boat Race first organized, coinciding with the formation of the Kerala state?","

The Kandassankadavu Boat Race was first organized in 1955, coinciding with the formation of the Kerala state.",,,
2024-09-03 20:48:50.582972672,date_qa,"

Here is a question about Cabinentaxi that would have <date> as the answer:

What year did Donn Fichter's book ""Individualized Automatic Transit and the City"" emerge, which proposed a solution to urban gridlock through mass transit systems, including the concept of Cabinentaxi?","

1964",,,
2024-09-06 09:43:06.612937450,date_qa,"

What was the birth year of Mary Elizabeth Wilson Sherwood, also known as Lizzie, in Keene, New Hampshire?","

October 27, 1826",,,
2024-09-02 21:14:37.916365147,date_qa,"

Here is a question that would have the answer <date>:

In what year was Berlin Schönhauser Allee station built by A. Grenander and initially opened as ""Bahnhof Nordring""?","

1913",,,
2024-09-04 11:17:06.766305792,date_qa,"

Here is a question that would have <date> as the answer:

When did Putilov initiate the design of a flying wing 18 passenger transport, aiming for exceptional efficiency with the Stal-5?","

1933",,,
2024-09-03 02:39:53.568760832,date_qa,"

What is the NGC number of the barred lenticular galaxy in the constellation of Ursa Major that was discovered on April 11, 1785?","

The NGC number of the barred lenticular galaxy in the constellation of Ursa Major that was discovered on April 11, 1785 is 3516.",,,
2024-09-04 15:13:50.368855953,date_qa,"

Here is a question that would have the answer <date>:

When was Tia Sugri Alfred born?","

12 March 1956",,,
2024-08-30 15:39:15.051395584,date_qa,"

What date was the Law created that established Camaquã, Rio Grande do Sul?","

December 7, 1959",,,
2024-09-05 19:35:19.237020016,date_qa,"

Here is a question that would have <date> as the answer:

When was Maurício Camuto born in Colungo Alto, in the province of Cuanza Norte?","

26 December 1963",,,
2024-08-31 17:38:00.133097649,date_qa,"

What was the birth year of the bay mare Toussaud, bred and raced by Juddmonte Farms?","

The birth year of the bay mare Toussaud, bred and raced by Juddmonte Farms, was 1989.",,,
2024-09-03 07:34:11.379428096,date_qa,"

Here is a question about Gambian literature that would have the answer as a date:

In what year did John Povey publish his assertion that the Gambia has ""only minimal basis for any identifiable or sustained national literature"" in his work on African literatures in the 20th century?","

1986",,,
2024-09-04 02:14:06.968955994,date_qa,"

What year did Hugo Chávez become the President of Venezuela?","

1999",,,
2024-09-02 17:03:28.848020224,date_qa,"

Here is a question that would have the answer as a specific date:

In what year were air photos taken from ANARE aircraft that were used to plot Mount Berrigan in Antarctica?","

1957",,,
2024-09-04 04:40:52.067004928,date_qa,"

Here is a question that would have the answer ""7 April 2009"":

On what date did the Moldovan parliamentary election take place, following which Valeriu Boboc participated in a peaceful protest?","

7 April 2009",,,
2024-09-02 00:29:00.980947968,date_qa,"

Here is a question about Buses in Perth that would have <date> as the answer:

What is the end year of the financial year in which there were 1573 Transperth buses, comprising diesel, CNG, and battery-powered vehicles manufactured by Volvo, Mercedes-Benz, and Volgren?

Answer: 2023","

2023",,,
2024-09-02 21:51:52.205678940,date_qa,"

Here is a question with the answer <date>:

In what year did Henry Lyster Jameson explore the Marble Arch Caves with Édouard-Alfred Martel and make notable discoveries in the Mitchelstown Cave?","

In 1895",,,
2024-09-03 01:26:53.770710528,date_qa,"

What date was the day before the interval event celebrating 20 years of the Sunane Skale festival?","

The day before the interval event celebrating 20 years of the Sunane Skale festival was 2 July 2014.",,,
2024-09-03 23:43:49.539149284,date_qa,"

Here is a question about Graziella that would have the answer <date>:

In what year was the novel Graziella, written by French author Alphonse de Lamartine, published?

Answer: <date>","

1852",,,
2024-09-05 08:20:20.095072746,date_qa,"

What is the year in which the North Texas Invasive Species Barrier Act was enacted?","

The year in which the North Texas Invasive Species Barrier Act was enacted is 2014.",,,
2024-09-05 07:12:47.909727744,date_qa,"

Here's a question about Annabel Croft that would have the answer <date>:

On what date did Annabel Croft get married at Brasted St Martins?","

10 July 1993",,,
2024-09-05 05:35:57.727005959,date_qa,"

Here is a question about Calvin Valentine that would have <date> as the answer:

What year did Calvin Valentine's character begin to change, marking a turning point in his storyline involving his sister Sasha and Nige Foster?","

2008",,,
2024-09-03 01:22:43.176906824,date_qa,"

Here is a question with the answer <date>:

In what year did Michael Gordon join The Age as a cadet journalist at the age of 17?","

1973",,,
2024-09-03 01:17:08.666007757,date_qa,"

What year did David Bellion earn a move to English club Sunderland from Cannes?","

2001",,,
2024-09-05 21:49:47.133040190,date_qa,"

What is the birth date of Bulgarian footballer Ivan Kostadinov Tasev?","

The birth date of Bulgarian footballer Ivan Kostadinov Tasev is 27 April 2002.",,,
2024-09-03 07:45:00.428517818,date_qa,"

What year was the census that recorded Marivani's population as 151, in 38 families?","

2006",,,
2024-09-04 15:44:47.028429985,date_qa,"

When was Dai Lixin, a Chinese chemist and academic of the Chinese Academy of Sciences, born?","

Dai Lixin was born on 13 November 1924.",,,
2024-09-04 04:21:04.973597952,date_qa,"

Here is a question about Milarepa that would have <date> as the answer:

In what year is it believed that Rechungpa, a student of Milarepa, was born, as indicated by a handprint in a cave attributed to Milarepa helping him use a boulder to prop up the ceiling?

Answer: <date>/4","

1083",,,
2024-09-03 16:45:31.546230793,date_qa,"

When was Carl Johan Styrbjörn Molund, the Swedish Olympic sailor, born?","

Carl Johan Styrbjörn Molund, the Swedish Olympic sailor, was born on 13 October 1975.",,,
2024-09-02 22:31:02.438180608,date_qa,"

In what year was Alessandro Serpieri, a writer and academic, born in Molfetta?","

Alessandro Serpieri was born in Molfetta in 1935.",,,
2024-09-03 22:46:34.198068992,date_qa,"

Here is a question that would have <date> as the answer:

On what date was Sakhi Dad Mujahid, a Taliban official, captured in Uruzgan, Afghanistan, along with a colleague, after his use of a Thuraya satellite phone was tracked?","

July 6, 2004",,,
2024-08-28 23:18:11.025053024,date_qa,"

Here is a question about Dravo Corporation that would have <date> as the answer:

In what year did Dravo Corporation begin building Landing Ship, Tank (LST) vessels, a project that would continue until 1945?","

1942",,,
2024-09-04 12:02:54.111613440,date_qa,"

Here is a question about Amy Welch with the answer <date>:

What is the birthdate of Amy Welch, the journalist employed by ITN as a North of England Reporter for ITV News?","

13 May 1985",,,
2024-09-03 09:55:22.863629056,date_qa,"

Here is a question that would have the answer <date>:

What year was the astronomical documentary ""Stephen Hawking's Universe"" released, featuring the renowned theoretical physicist Stephen Hawking and made for the PBS?","

1997",,,
2024-09-05 20:29:06.103711128,date_qa,"

Here's a question that would have the answer <date>:

What is the birthdate of Swedish actor and comedian Karl Johan Magnus Ulveson?","

30 May 1954",,,
2024-09-02 11:01:44.024151087,date_qa,"

Here is a question about Buffalo Norsemen that would have <date> as the answer:

In what year did the Buffalo Norsemen begin playing in the old North American Hockey League (NAHL) at the Tonawanda Sports Center in North Tonawanda, New York?

Answer: <date>","

1975",,,
2024-09-05 00:05:38.066201856,date_qa,"

Here is a question with the answer <date>:

When was John Florian Kordek, the former United States Ambassador to Botswana, born?","

1938",,,
2024-09-04 05:58:44.229518848,date_qa,"

What is the year in which the Men's 66 kg event at the World Judo Championships was held at the Mubadala Arena in Abu Dhabi, United Arab Emirates on 20 May?","

2024",,,
2024-09-05 08:54:01.968859434,date_qa,"

Here is a question about Zhu Quan that would have the answer as a date:

What year was Zhu Quan, the Prince of Ning and renowned Chinese historian, military commander, musician, and playwright, born?","

1378",,,
2024-09-04 23:59:13.069123983,date_qa,"

In what year did Iryna Mykhalchenko finish fifth in the high jump contest at the Summer Olympics?","

2004",,,
2024-09-02 10:57:35.030758858,date_qa,"

Here is a question about Joe Cokanasiga that would have <date> as the answer:

In what year did Joe Cokanasiga return to the UK with his father, after they formed a father-son centre partnership for the Army Vets team?","

2013",,,
2024-09-04 19:59:08.667770147,date_qa,"

What year did a working paper by the National Bureau of Economic Research question the effectiveness of major public health mitigation measures for COVID-19?","

2020",,,
2024-09-03 09:43:45.357030392,date_qa,"

When were the first Asian Championships of Ski Mountaineering held for multinational ski mountaineering competitions for participants of the Asian continent?","

The first Asian Championships of Ski Mountaineering were held in 2007.",,,
